Name,Date,Open,High,Low,Close,Adj Close,Volume
AAME,02/12/16,4.48,4.49,4.01,4.3,4.201258999999999,10700
AAME,02/16/16,4.3,4.4,4.0,4.19,4.093785,14100
AAME,02/17/16,4.38,4.38,4.38,4.38,4.279421,100
AAME,02/18/16,4.31,4.38,3.81,3.99,3.8983769999999995,12400
AAME,02/19/16,4.0,4.11,3.8,4.05,3.957,16800
AAME,02/22/16,4.2,4.2,4.07,4.07,3.9765410000000005,1300
AAME,02/23/16,4.33,4.33,4.33,4.33,4.230569,1200
AAME,02/24/16,4.33,4.33,4.33,4.33,4.230569,0
AAME,02/25/16,4.34,4.34,4.21,4.3,4.201258999999999,1800
AAME,02/26/16,4.27,4.3,4.2,4.2,4.103555,8400
AAME,02/29/16,4.3,4.3,4.17,4.17,4.074244,2200
AAME,03/01/16,4.18,4.18,4.18,4.18,4.084014,400
AAME,03/02/16,4.3,4.3,4.15,4.28,4.181718,4600
AAME,03/03/16,4.3,4.3,4.02,4.02,3.927688,3600
AAME,03/04/16,4.02,4.02,4.02,4.02,3.927688,0
AAME,03/07/16,4.02,4.19,4.02,4.16,4.0644730000000004,1700
AAME,03/08/16,4.16,4.16,4.16,4.16,4.0644730000000004,0
AAME,03/09/16,4.2,4.2,4.16,4.16,4.0644730000000004,1600
AAME,03/10/16,4.16,4.16,4.16,4.16,4.0644730000000004,0
AAME,03/11/16,4.26,4.26,4.07,4.26,4.162178,2300
AAME,03/14/16,4.22,4.23,4.22,4.23,4.132866,200
AAME,03/15/16,4.06,4.15,4.05,4.15,4.054703,2600
AAME,03/16/16,4.15,4.15,4.15,4.15,4.054703,0
AAME,03/17/16,4.15,4.17,4.03,4.16,4.0644730000000004,4100
AAME,03/18/16,4.18,4.49,4.12,4.38,4.279421,12600
AAME,03/21/16,4.13,4.34,3.99,4.21,4.113325,13400
AAME,03/22/16,4.02,4.2,4.0,4.2,4.103555,2300
AAME,03/23/16,4.02,4.02,3.66,3.93,3.8397550000000003,9600
AAME,03/24/16,4.01,4.1,3.93,4.08,3.98631,2600
AAME,03/28/16,4.01,4.1,3.76,3.92,3.8299849999999998,9700
AAME,03/29/16,4.03,4.25,3.81,4.14,4.044933,4900
AAME,03/30/16,4.04,4.29,4.04,4.18,4.084014,2000
AAME,03/31/16,4.25,4.64,4.25,4.45,4.347814,6900
AAME,04/01/16,4.45,4.93,4.45,4.9,4.787481,6700
AAME,04/04/16,4.85,5.0,4.52,4.81,4.699547,6100
AAME,04/05/16,4.88,5.0,4.77,4.85,4.738628,2900
AAME,04/06/16,4.91,4.91,4.86,4.9,4.787481,500
AAME,04/07/16,4.86,4.86,4.78,4.83,4.738428,900
AAME,04/08/16,4.77,4.9,4.57,4.63,4.5422199999999995,2900
AAME,04/11/16,4.61,4.81,4.56,4.56,4.473547,5800
AAME,04/12/16,4.71,4.71,4.7,4.71,4.620704,400
AAME,04/13/16,4.71,4.71,4.71,4.71,4.620704,0
AAME,04/14/16,4.75,4.75,4.71,4.72,4.630514,3600
AAME,04/15/16,4.57,4.76,4.54,4.54,4.453926999999999,2000
AAME,04/18/16,4.55,4.55,4.02,4.21,4.130183000000001,4400
AAME,04/19/16,4.43,4.56,4.35,4.41,4.326391,3500
AAME,04/20/16,4.25,4.48,4.22,4.48,4.395064,1100
AAME,04/21/16,4.6,4.6,4.54,4.54,4.453926999999999,300
AAME,04/22/16,4.46,4.62,4.42,4.62,4.53241,1400
AAME,04/25/16,4.63,4.63,4.63,4.63,4.5422199999999995,300
AAME,04/26/16,4.55,4.55,4.24,4.24,4.159614,5000
AAME,04/27/16,4.4,4.4,4.17,4.24,4.159614,1600
AAME,04/28/16,4.28,4.31,4.17,4.31,4.228287,3700
AAME,04/29/16,4.12,4.18,3.86,4.18,4.100751,2600
AAME,05/02/16,4.18,4.18,4.18,4.18,4.100751,0
AAME,05/03/16,3.84,4.12,3.78,4.12,4.041889,900
AAME,05/04/16,4.08,4.41,4.08,4.16,4.081131,1900
AAME,05/05/16,4.09,4.2,4.05,4.18,4.100751,1900
AAME,05/06/16,4.17,4.17,4.11,4.11,4.032079,700
AAME,05/09/16,4.3,4.3,4.05,4.1,4.022268,4200
AAME,05/10/16,4.1,4.1,4.1,4.1,4.022268,0
AAME,05/11/16,3.95,3.95,3.95,3.95,3.875112,400
AAME,05/12/16,3.95,3.95,3.95,3.95,3.875112,0
AAME,05/13/16,3.87,3.87,3.87,3.87,3.7966290000000003,100
AAME,05/16/16,3.96,3.96,3.53,3.53,3.463075,12000
AAME,05/17/16,3.45,3.53,3.31,3.35,3.286488,6000
AAME,05/18/16,3.42,3.42,3.42,3.42,3.355161,500
AAME,05/19/16,3.35,3.35,3.35,3.35,3.286488,500
AAME,05/20/16,3.36,3.44,3.25,3.32,3.257056,3800
AAME,05/23/16,3.39,3.44,3.29,3.35,3.286488,3100
AAME,05/24/16,3.22,3.44,3.22,3.35,3.286488,4000
AAME,05/25/16,3.21,3.49,3.21,3.49,3.423833,2000
AAME,05/26/16,3.36,3.57,3.36,3.44,3.374782,5900
AAME,05/27/16,3.39,3.56,3.26,3.56,3.4925059999999997,5800
